Рег. №,Статус,Име на читалище,Област,Община,Град/село,Адрес,Булстат,Председател,Секретар,E-mail,Телефон,Факс,линк,Връзка към сайт библиотеки,Информационна карта,Информационна карта 2016,Информационна карта 2017,Информационна карта 2018,Информационна карта 2019,Информационна карта 2020,Информационна карта 2021,Информационна карта 2022
41,Действащо,Напредък-1942 г.,ДОБРИЧ,ДОБРИЧКА,СЕЛО ДОНЧЕВО,"Втора 26, п.к.9354",000843278,Иванка Василева Кирова,Маргарита Костадинова Лазарова,don4evo_napredak@abv.bg,0885681711,-,https://chitalishta.com/index.php?act=community&do=detail&id=2861&reg_num=41,http://bibliobg.com/index.php?act=community&do=detail&hash=1d3fbe9d47b78e88ff14735ea1aa8b8eb612a149,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=49483,https://chitalishta.com/index.php?act=community&do=detail1&id=70007,https://chitalishta.com/index.php?act=community&do=detail1&id=77851,https://chitalishta.com/index.php?act=community&do=detail1&id=89386,https://chitalishta.com/index.php?act=community&do=detail1&id=105709
42,Действащо,Просвета-1900,ДОБРИЧ,БАЛЧИК,СЕЛО СОКОЛОВО,Кирил и Методий 57 п.к.9640,000844775,Галина Неделчева Георгиева-Аджопова,Кина Иванова Липованска,sokolovo54@abv.bg,0885396304,-,https://chitalishta.com/index.php?act=community&do=detail&id=35&reg_num=42,http://bibliobg.com/index.php?act=community&do=detail&hash=f430214f76f9dd352445a618e689ac829e8a69c4,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=65799,https://chitalishta.com/index.php?act=community&do=detail1&id=84942,https://chitalishta.com/index.php?act=community&do=detail1&id=98818,https://chitalishta.com/index.php?act=community&do=detail1&id=106152
43,Действащо,Георги Тодоров -1940 година,ДОБРИЧ,ДОБРИЧКА,СЕЛО ВЛАДИМИРОВО,"Двадесет и осма 1, п.к.9379",000843584,Димка Божанова Петрова,Антоанета Илиева Георгиева -Стамова,chitalishte_vladimirovo@abv.bg,0885681710,-,https://chitalishta.com/index.php?act=community&do=detail&id=2862&reg_num=43,http://bibliobg.com/index.php?act=community&do=detail&hash=5f93259339e915be7d828d8b0d79ce4070a9c3c8,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=63242,https://chitalishta.com/index.php?act=community&do=detail1&id=82687,https://chitalishta.com/index.php?act=community&do=detail1&id=92204,
44,Действащо,Лъч -1918г.- с. Борец,ПЛОВДИВ,БРЕЗОВО,СЕЛО БОРЕЦ,"20-та”  5, п.к.4144",000456000,Петя Танева Иванова,Вълка Георгиева Димитрова,lath@abv.bg,03193/22 82; 0888523104,-,https://chitalishta.com/index.php?act=community&do=detail&id=36&reg_num=44,http://bibliobg.com/index.php?act=community&do=detail&hash=6b70ad9322388d04b8e67cd65dbd2d4182cb9c42,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=64013,https://chitalishta.com/index.php?act=community&do=detail1&id=82385,https://chitalishta.com/index.php?act=community&do=detail1&id=93786,https://chitalishta.com/index.php?act=community&do=detail1&id=105530
45,Действащо,Васил Левски-1959 г.,ДОБРИЧ,БАЛЧИК,ГРАД БАЛЧИК,"Янтра  1,  п.к.9601",000842962,Даниела Райчева Димитрова,Елица Русева Стайкова,balchik.v.levski.1959@abv.bg,0579/ 72086; 0885396299,-,https://chitalishta.com/index.php?act=community&do=detail&id=37&reg_num=45,http://bibliobg.com/index.php?act=community&do=detail&hash=f5ee5cb97c852b9459a0af3777fad3116bd2c1da,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=55554,https://chitalishta.com/index.php?act=community&do=detail1&id=72553,https://chitalishta.com/index.php?act=community&do=detail1&id=85305,https://chitalishta.com/index.php?act=community&do=detail1&id=100385,
46,Действащо,Народен будител-1940,ДОБРИЧ,КАВАРНА,СЕЛО БЪЛГАРЕВО,"Първа 47, п.к.9660",000843513,Красимир Димитров Митев,Мая Георгиева Чалъкова,n_buditel@abv.bg,0886453999,-,https://chitalishta.com/index.php?act=community&do=detail&id=38&reg_num=46,http://bibliobg.com/index.php?act=community&do=detail&hash=c2500c6ad53b747e2446018ba85c05e557abac92,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=55034,https://chitalishta.com/index.php?act=community&do=detail1&id=73064,https://chitalishta.com/index.php?act=community&do=detail1&id=86492,https://chitalishta.com/index.php?act=community&do=detail1&id=102144,
47,Действащо,Искра-1964,СОФИЯ-ГРАД,СТОЛИЧНА,ГРАД СОФИЯ,"ж.к. Западен парк, бл. 60, р-н Красна поляна п.к.1373",000671794,Албена Иванова Събева,Ирина Славчева Иванова - Атанасова,chitalishte_iskra@abv.bg,02/ 821 58 92,-,https://chitalishta.com/index.php?act=community&do=detail&id=2863&reg_num=47,http://bibliobg.com/index.php?act=community&do=detail&hash=9558cfd91cf2423d0d3e31ce335478822cd50a80,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=53362,https://chitalishta.com/index.php?act=community&do=detail1&id=68006,https://chitalishta.com/index.php?act=community&do=detail1&id=83396,https://chitalishta.com/index.php?act=community&do=detail1&id=98303,
48,Закрито,Тодор Траянов,ПАЗАРДЖИК,ПАЗАРДЖИК,ГРАД ПАЗАРДЖИК,Читалището е закрито ; В процес на ликвидация,,-,Маргарита Тодорова,не,034 / 44 42 31,-,https://chitalishta.com/index.php?act=community&do=detail&id=39&reg_num=48,http://bibliobg.com/index.php?act=community&do=detail&hash=da39a3ee5e6b4b0d3255bfef95601890afd80709,,,,,,,,
49,Действащо,Съзнание -1922 г.,ПЕРНИК,ПЕРНИК,ГРАД ПЕРНИК,"Младен Стоянов, кв. Мошино,  п.к. 2303",000379333,Драганка Методиева Велева,Анка Анастасова Савова,chitali6te_saznanie@abv.bg,0885733692 - на секретаря,-,https://chitalishta.com/index.php?act=community&do=detail&id=40&reg_num=49,http://bibliobg.com/index.php?act=community&do=detail&hash=b7e38c4ac5b82f66f1887e8df378d5479a8a3c0a,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=56292,https://chitalishta.com/index.php?act=community&do=detail1&id=67297,https://chitalishta.com/index.php?act=community&do=detail1&id=85665,https://chitalishta.com/index.php?act=community&do=detail1&id=97723,https://chitalishta.com/index.php?act=community&do=detail1&id=109400
50,Действащо,Напредък-1911,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,СЕЛО ШЕМШЕВО,п.к.5027,104564387,Кирил Георгиев Ангелски,Теодора Йорданова Денева,napredak_1911@abv.bg,0882556645; 0887307663,-,https://chitalishta.com/index.php?act=community&do=detail&id=41&reg_num=50,http://bibliobg.com/index.php?act=community&do=detail&hash=300be1252565a7f10f7e31a1c99e1d6105e11d3e,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=63570,https://chitalishta.com/index.php?act=community&do=detail1&id=81241,https://chitalishta.com/index.php?act=community&do=detail1&id=100341,
51,Действащо,Йордан Йовков-1941,ДОБРИЧ,ДОБРИЧКА,СЕЛО КАМЕН,п.к.9425,000843844,Михаил Василев Йорданов,СЛАВКА КАМЕНОВА СЛАВОВА,nckamen@abv.bg,0892 09 12 88,-,https://chitalishta.com/index.php?act=community&do=detail&id=2864&reg_num=51,http://bibliobg.com/index.php?act=community&do=detail&hash=a28054c50f515bf7c64e781b7eee2cdbe2aad094,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=63781,,https://chitalishta.com/index.php?act=community&do=detail1&id=91712,
52,Действащо,Стефан Караджа -1942 година,ДОБРИЧ,ДОБРИЧКА,СЕЛО СМОЛНИЦА,"Първа 19 А, п.к.9383",000844635,Петранка Антонова Георгиева,Желка Русева Банкова,smolnitsa.chitalishte@abv.bg,0885681728,-,https://chitalishta.com/index.php?act=community&do=detail&id=2865&reg_num=52,http://bibliobg.com/index.php?act=community&do=detail&hash=be8a67a2a593242173bacf50e96724abfef6900a,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=50232,https://chitalishta.com/index.php?act=community&do=detail1&id=70228,https://chitalishta.com/index.php?act=community&do=detail1&id=82092,https://chitalishta.com/index.php?act=community&do=detail1&id=90425,https://chitalishta.com/index.php?act=community&do=detail1&id=105223
53,Действащо,Стефан Караджа-1941 г.,ДОБРИЧ,ДОБРИЧКА,СЕЛО ЛЯСКОВО,"Първа 14, п.к. 9428",000844070,Никола Косев Недев,Мима Георгиева Димитрова,nchliackovo@abv.bg,0885624994,-,https://chitalishta.com/index.php?act=community&do=detail&id=2866&reg_num=53,http://bibliobg.com/index.php?act=community&do=detail&hash=2d6d73b0c49760dd1baf0624a47894fb0655ea06,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=64059,https://chitalishta.com/index.php?act=community&do=detail1&id=79758,https://chitalishta.com/index.php?act=community&do=detail1&id=91141,https://chitalishta.com/index.php?act=community&do=detail1&id=104462
54,Действащо,Цар Борис ІІІ и царица Йоана -1931 г.,ПЛОВДИВ,ПЛОВДИВ,ГРАД ПЛОВДИВ,"Славееви гори 41 а, п.к.4004",115143044,Цветанка Атанасова Ходжева,Даниела Радева Желязкова,nc_boristreti@abv.bg,032/697726,-,https://chitalishta.com/index.php?act=community&do=detail&id=42&reg_num=54,http://bibliobg.com/index.php?act=community&do=detail&hash=52f13f75e19d2a63c4579f72f823ef78f99f88ff,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=63438,https://chitalishta.com/index.php?act=community&do=detail1&id=80651,https://chitalishta.com/index.php?act=community&do=detail1&id=95602,https://chitalishta.com/index.php?act=community&do=detail1&id=106408
55,Действащо,Възрожденско читалище Зора -1866 г.,РУСЕ,РУСЕ,ГРАД РУСЕ,"Духовно възраждане  1, п.к.7000",000522849,Владимир Христов Илиев,Зоя Йорданова Костадинова,zorarousse@abv.bg,082/ 824 161,-,https://chitalishta.com/index.php?act=community&do=detail&id=43&reg_num=55,http://bibliobg.com/index.php?act=community&do=detail&hash=8e4bb4cb483b18e490d152a44b7ca94caa2e2b5c,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=54679,https://chitalishta.com/index.php?act=community&do=detail1&id=70853,https://chitalishta.com/index.php?act=community&do=detail1&id=86648,https://chitalishta.com/index.php?act=community&do=detail1&id=100858,
56,Действащо,Братство-1884,ВЕЛИКО ТЪРНОВО,ПАВЛИКЕНИ,ГРАД ПАВЛИКЕНИ,"пл.Свобода 7, п.к.5200",000124197,Красимира Борисова Енева,Петър Иванов Петров,bratstvo_pavlikeni@abv.bg,0885005353,-,https://chitalishta.com/index.php?act=community&do=detail&id=44&reg_num=56,http://bibliobg.com/index.php?act=community&do=detail&hash=b28b73a343c18e6f280485ca1ec6df058e8ef400,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=57840,https://chitalishta.com/index.php?act=community&do=detail1&id=68065,https://chitalishta.com/index.php?act=community&do=detail1&id=85506,https://chitalishta.com/index.php?act=community&do=detail1&id=99148,https://chitalishta.com/index.php?act=community&do=detail1&id=107633
57,Действащо,Развитие-1892,ВРАЦА,БЯЛА СЛАТИНА,ГРАД БЯЛА СЛАТИНА,"пл. Демокрация 1, п.к.3200",106521071,Боряна Василева Петкова,Светлина Иванова Берова,razvitie_1892@abv.bg,0884225733,-,https://chitalishta.com/index.php?act=community&do=detail&id=45&reg_num=57,http://bibliobg.com/index.php?act=community&do=detail&hash=e39b0880b76df26bf48325f3a8610f0b2ea1cd85,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=58285,https://chitalishta.com/index.php?act=community&do=detail1&id=70429,https://chitalishta.com/index.php?act=community&do=detail1&id=87428,https://chitalishta.com/index.php?act=community&do=detail1&id=100600,
58,Действащо,Захари Стоянов -1984,ПЛОВДИВ,ПЛОВДИВ,ГРАД ПЛОВДИВ,"”Равнища” 4,ет.3, район Западен, п.к.4001",000461086,Георги Владимиров Желязков,Светлана Юриевна Керкелова,chitalishte_zs@abv.bg,032/ 644035,-,https://chitalishta.com/index.php?act=community&do=detail&id=46&reg_num=58,http://bibliobg.com/index.php?act=community&do=detail&hash=52ec5a3504be40f7bb51936bb79d5be7aaf65744,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=64889,https://chitalishta.com/index.php?act=community&do=detail1&id=80340,https://chitalishta.com/index.php?act=community&do=detail1&id=92722,https://chitalishta.com/index.php?act=community&do=detail1&id=105912
59,Действащо,Св.Св.Кирил и Методий-1929г.- с. Шишманци,ПЛОВДИВ,РАКОВСКИ,СЕЛО ШИШМАНЦИ,Никола Ганчев 2 п.к.4133,000456580,Иванка Жекова Комитова,Марийка Христова Стойчева,stojcevamaria135@gmail.com,0889948919,-,https://chitalishta.com/index.php?act=community&do=detail&id=47&reg_num=59,http://bibliobg.com/index.php?act=community&do=detail&hash=7fd675f1d1bc7ed37bf47785b411c7c93fa7359e,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=70258,https://chitalishta.com/index.php?act=community&do=detail1&id=80649,https://chitalishta.com/index.php?act=community&do=detail1&id=96540,https://chitalishta.com/index.php?act=community&do=detail1&id=106622
60,Действащо,Светлина -1940,ДОБРИЧ,ДОБРИЧКА,СЕЛО ЛОВЧАНЦИ,"Първа 40, п.к.9430",000844024,Иван Желязков Иванов,Мария Иванова Костадинова,svetlina1940@abv.bg,0885681716; 0896102574,-,https://chitalishta.com/index.php?act=community&do=detail&id=2867&reg_num=60,http://bibliobg.com/index.php?act=community&do=detail&hash=801575d5cabe54be1bd9c0bf76d692a25320fe3d,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=55707,https://chitalishta.com/index.php?act=community&do=detail1&id=73429,https://chitalishta.com/index.php?act=community&do=detail1&id=86295,https://chitalishta.com/index.php?act=community&do=detail1&id=99879,
61,Действащо,Свети Димитър Басарбовски 1902,РУСЕ,РУСЕ,СЕЛО БАСАРБОВО,"Св.Св. Кирил и Методий 66А, п.к.7071",117049608,Милена Симеонова Йорданова,Елена Григорова Лунчева,chitalishte_basarbovo@abv.bg,0879180055,-,https://chitalishta.com/index.php?act=community&do=detail&id=48&reg_num=61,http://bibliobg.com/index.php?act=community&do=detail&hash=e156a988d5dc359f218d127349374408c5d5b07a,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=49284,https://chitalishta.com/index.php?act=community&do=detail1&id=68632,https://chitalishta.com/index.php?act=community&do=detail1&id=82808,https://chitalishta.com/index.php?act=community&do=detail1&id=97439,
